"comment_id","video_id","author_name","author_channel_id","comment_text","like_count","published_at","updated_at","reply_count"
"Ugx6gSQiOFe8KCLQKs94AaABAg","FN7ALfpGxiI","@Sontungmtp","UClyA28-01x4z60eWQ2kiNbA","Hãy tận hưởng món quà đầu tiên mà Tùng dành đến cho tất cả mọi người trong chuỗi dự án to bự mang tên SKY DECADE nhé ….. QUÀ NHẸ NHÀNG VUI VẺ ! <a href=""http://yt3.piee.pw/4gzddn"">http://yt3.piee.pw/4gzddn</a><br>🌻🌻🌻<br>Chúc mừng một thập kỷ của SKY …","13313","2022-10-06T15:58:20Z","2022-10-06T15:58:20Z","612"
"UgiuRKedA5VlPngCoAEC","FN7ALfpGxiI","@hungo1928","UCj5lBEKtDviV4BzBGs8xjdw","Xin ít like làm động lực cày view đi","535","2017-02-14T12:42:21Z","2017-02-14T12:42:21Z","1"
"UgyNkoQGYEBQfVrtfxl4AaABAg","FN7ALfpGxiI","@lyphuong1933","UCuVZVZeUUvHM2-OTGi0jQrQ","260M trước khi MV mới ra cố lên Sky ơi!!","454","2020-12-16T04:05:12Z","2020-12-16T04:05:12Z","9"
"Ugi2kcoE98TLNXgCoAEC","FN7ALfpGxiI","@타임2803","UCT7z082dTkiwBlNTo8Evmmw","Thank you Korean sub^-^ 좋아요","1375","2017-02-19T14:06:31Z","2017-02-19T14:06:31Z","22"
"UgyuLfCywc7s1PComhF4AaABAg","FN7ALfpGxiI","@tuynhpham3570","UCPnsg7n-h0Th_t3Ig8mOzhQ","Sắp 2026 rồi còn ai nghe không nè,mai thi rồi mở nhạc sếp ôn thi😅❤❤❤mãi làm sky<br>(Cảm ơn vì 100 like)","209","2025-12-30T10:48:22Z","2026-01-03T00:55:38Z","24"
"UgiD1oJ2x-hv9HgCoAEC","FN7ALfpGxiI","@caovietanhcongty","UC0745QFvYN2t7mDbv-1HYEA","cần 100 like làm động lực làm tiếp làm 2 ngày nay mệt qá sky ơii","939","2017-02-15T10:05:08Z","2017-02-15T10:05:08Z","16"
"Ugg90cb3xcvVa3gCoAEC","FN7ALfpGxiI","@mariadavis6352","UCHNtvMeBdnMpxKVG6sb-7NA","woow 7.350.630 Views 😱😱😱😱😱","1208","2017-02-14T19:04:42Z","2017-02-14T19:04:42Z","15"
"UghkCitR_STXlngCoAEC","FN7ALfpGxiI","@nguyenpham8256","UCYzYFV89NZ9WOJBPxahcR5A","dẫn đầu thế giới rồi trời ơi, k thể tin nổi dc, MV việt nam nha.","2164","2017-02-14T23:43:03Z","2017-02-14T23:43:03Z","54"
"UgypoXQJJZtHXp3rZo94AaABAg","FN7ALfpGxiI","@lkvofficial3210","UC_JngATQhXSHbw8cjdagLQQ","429.650M<br>+104k","9","2026-01-06T15:05:23Z","2026-01-06T15:05:23Z","2"
"Ugg06Lwzd5H7bHgCoAEC","FN7ALfpGxiI","@tanhuynh641","UCS1vpmTe2_TSnGfm2dGJ2yA","Mình đag cày Lạc Trôi và Nơi Này Có Anh. Mọi người tặng mình vài like làm động lực nhé 😘","870","2017-02-16T13:49:24Z","2017-02-16T13:49:24Z","11"
"UghhMowRWqc1fngCoAEC","FN7ALfpGxiI","@phuochuy4705","UCURHrB5_IZzhmLY2qfnFuxQ","- Có ai giống mình không : Niềm vui mỗi ngày là nhìn số view của NNCA và Lạc trôi !","1377","2017-02-24T11:48:07Z","2017-02-24T11:48:07Z","30"
"Ugi0yRaSOydHN3gCoAEC","FN7ALfpGxiI","@user-xh9uw2nf2m","UCVGQ7manMLqvNZPJktRUyjw","good song 😘 who like this song press like. 😘😘 <br>I from Thailand... Thai fan (sky) 😜😜","1026","2017-02-15T23:24:34Z","2017-02-15T23:24:34Z","9"
"UgxIaaH2c2qt5FNZT_Z4AaABAg","FN7ALfpGxiI","@skyM-TPfan","UC0QmZTNgH9bO06iC0hs3dkw","Ae sky ơi,cày đều nhé","3","2026-01-07T05:04:03Z","2026-01-07T05:04:03Z","0"
"UggebI5Idprwh3gCoAEC","FN7ALfpGxiI","@parkjiyeon7768","UCrvJcpdlOzcGdcF8XYo3maQ","I really like this song. Son Tung MTP Saranghaeyo.","1437","2017-02-16T10:44:04Z","2017-02-16T10:44:04Z","6"
"Ugga-GDpuh0j9XgCoAEC","FN7ALfpGxiI","@sonvuxuan6454","UCVQPqBGjL0WNIu7QC-EsYhA","cày 20 máy rồi<br>ae xin ít 👍 làm động lực","939","2017-02-14T14:24:30Z","2017-02-14T14:24:30Z","13"
"Ugj0G4mjhH-KC3gCoAEC","FN7ALfpGxiI","@bonta8092","UC9nMRjvQmvlYESFm7u9ZgKw","10 like cày Mv từ đây đến khi 100tr view.","572","2017-02-19T13:44:59Z","2017-02-26T06:06:05Z","3"
"Ugw8GL5_KxMfhYzv6fB4AaABAg","FN7ALfpGxiI","@tranleankhang1411","UCFMcK4ws-G7MWPmxPQCn4wA","Ae sky đồng lòng quá ❤❤","10","2025-12-21T15:39:45Z","2025-12-21T15:39:45Z","0"
"Ugi-jIUrojQG03gCoAEC","FN7ALfpGxiI","@AnhNguyen-mr9be","UCSTIAnGFdutur-Zk3PPrvjQ","xin 1 like để có động lực cày view sky ơi -.-","470","2017-02-16T04:38:59Z","2017-02-16T04:38:59Z","7"
"UgibAsD9d-gDg3gCoAEC","FN7ALfpGxiI","@28-trantuanhung27","UCXoPdw-ohC21b-dbfHHnhWg","chỉ cần 15 like để cày tiếp :)","1060","2017-02-15T09:44:10Z","2017-02-15T09:44:10Z","6"
"UgipIbAqPcL32ngCoAEC","FN7ALfpGxiI","@dmk-endlesspassion7694","UCtDZHTAZaeXGWrppRkQDmfw","31.699.282 cần 20like để cầy típ 😉","1127","2017-02-19T14:39:54Z","2017-02-19T14:39:54Z","8"
"Ugw9upjD5DMfZicU25x4AaABAg","FN7ALfpGxiI","@NoTamtp","UCy7Xd1-WRALMGTdlI6vPrLw","1 tỷ view go go, cày cả đời luôn","10","2025-12-22T16:32:14Z","2025-12-22T16:32:14Z","0"
"UggN5Otqo4G9wXgCoAEC","FN7ALfpGxiI","@meouatin1377","UChuKTaj5xsJ9BZ57qyPtbeA","Có ai như mình ko, ko phải sky nhưng vẫn cố cày view, nhìn view mà hãnh diện với bạn bè quốc tế 😆😆😆","1620","2017-02-16T11:20:46Z","2017-02-16T11:20:46Z","26"
"UghiCnMniVsKUHgCoAEC","FN7ALfpGxiI","@AngieYB10","UCrfMLczuUcTtGBEgdkR7mvA","waw ya casi los 20M👏👏👏❤❤❤","2510","2017-02-16T15:50:25Z","2017-02-16T15:50:25Z","45"
"Ugz4I94-dDsni_0XvO94AaABAg","FN7ALfpGxiI","@zxcvbnm-567","UClc55PWlP6dMGB9fX1SRBZA","Tuyệt vời sky","9","2025-12-21T18:02:36Z","2025-12-21T18:02:36Z","0"
"UgiJin6izYAHm3gCoAEC","FN7ALfpGxiI","@nguyenminhan3501","UC92JsljXDh4gnw8slW364Qw","cày 2 ngày rồi mà không có ai like ủng hộ cả huhu","630","2017-02-17T09:27:54Z","2017-02-17T09:27:54Z","5"
"UghokLPaXXgWXHgCoAEC","FN7ALfpGxiI","@LongPhe-TV","UC6JvKFWkmzYRKVUfTd6HzVw","cày 2 hôm mệt quá , ai like khích lệ tui đi ... hixxxxx 😓😓😭","519","2017-02-15T15:32:38Z","2017-02-15T15:32:38Z","4"
"UggBDBjkKcXmeHgCoAEC","FN7ALfpGxiI","@ThanhPham-wq5ym","UCyQ-fQthd4wCph6L-QbnPuA","Tui đã khóc 2 ngày liền cày view mà chưa được 10like ~.~","613","2017-02-15T09:59:14Z","2017-02-15T09:59:14Z","3"
"Ugz6yE8jtZVn7qbeZUV4AaABAg","FN7ALfpGxiI","@ThanhNguyễn-t6w8h","UC0IqvDwge7wdTNp0XKJ5LOQ","Đã vượt và lên top 3 Vpop","11","2025-12-21T15:17:51Z","2025-12-21T15:17:51Z","0"
"Ugg_7_ma3YJtT3gCoAEC","FN7ALfpGxiI","@thanhloan31100","UCQsAp92QW0UeESYvfrjNESg","Lạc Trôi top 91 và Nơi Này Có Anh top 7 trending trên thế giới 👏👏","668","2017-02-14T15:06:27Z","2017-02-14T15:06:27Z","32"
"Ugjd0VAxubKYoXgCoAEC","FN7ALfpGxiI","@nguyenhoangchau1972","UC4-Hd0RWGy-kvqNKv7MTyQg","thích nhất câu &quot; tình yêu bé nhỏ xin dành tặng riêng em &quot; có ai giống tui hem.☺☺","1005","2017-02-16T07:49:32Z","2017-02-16T07:49:32Z","25"
"UgihqkhAkmuY7ngCoAEC","FN7ALfpGxiI","@angkhoa4043","UC7wZVsbN5w8zkLy4isYYxhg","cmt này được bao nhiêu like tối nay mình xem bấy nhiêu lần :))))","927","2017-02-14T15:58:39Z","2017-02-14T15:58:55Z","10"
"Ugyy1eco64ATYQ8RUr54AaABAg","FN7ALfpGxiI","@thỏbaymàuđilạc","UCGH9ab0IdlTtx6zIuctqSmw","thế là lên vượt bạc phận rồi:3","9","2025-12-22T01:04:41Z","2025-12-22T01:04:41Z","0"
"UgjCP5cZPyhoWXgCoAEC","FN7ALfpGxiI","@DuyNguyen-lk5ut","UCTfObFWBd1zrVLSeVwS-iWg","1 máy mở 2 tab . 1 tab&quot; nơi này có a&quot;, 1tab &quot;lạc trôi&quot; . <br>có ai động viên ko ?????????","530","2017-02-15T03:44:20Z","2017-02-15T03:44:20Z","10"
"Ugg-7NdppXmy7HgCoAEC","FN7ALfpGxiI","@AngieYB10","UCrfMLczuUcTtGBEgdkR7mvA","Wow😊 So pretty Mv😄😄😄. This song is Amazing👌.<br>love from México ❤🙆❤.","1861","2017-02-13T23:49:54Z","2017-02-13T23:49:54Z","42"
"UgiUOuVsVCiJlHgCoAEC","FN7ALfpGxiI","@thaotrong1912","UC7H0fi2ZkIFd22IRpD2OTPQ","1 tháng 100 triệu view đê sky ơi :D","490","2017-02-22T07:21:13Z","2017-02-22T07:21:13Z","17"
"UgzEL9va2Hzo4n71B9p4AaABAg","FN7ALfpGxiI","@Linh-t3p","UCsra-2gVm5f7bHV4dPs1nRg","Tối nay đón 428m viu:D","13","2025-12-23T00:02:16Z","2025-12-23T00:02:16Z","0"
"UgiyPDC8vK59QngCoAEC","FN7ALfpGxiI","@lily-wy3mj","UCA9I9hIoA8n9gAkel7VSAsg","i from india. i love men vietnam. music vietnam. all .. great. i think so.. 😍😍😍😍😍😛😛","1134","2017-02-18T06:02:13Z","2017-02-18T06:02:13Z","34"
"Ughxb7na-1nDc3gCoAEC","FN7ALfpGxiI","@truongxuan2228","UC49eIRTt893nJE57vyU60AQ","mình cũng cày từ 5h sáng tới h,Sky đi ngang like mình cái lấy động lực cày view vươn sang Hàn Quốc.","587","2017-02-14T11:12:52Z","2017-02-14T11:12:52Z","9"
"Ugikd6HgImhkk3gCoAEC","FN7ALfpGxiI","@hungdr7443","UC7aFzgvNdrKfxDL15AOCB3g","từ cafe sáng dẫn mình đến đây thích cách nói em chinh phục anti fan rất giỏi.","1384","2017-02-28T16:56:01Z","2017-02-28T16:56:01Z","11"
"Ugy2xeKKSn_UPQ2ncpp4AaABAg","FN7ALfpGxiI","@sianNiê-v4z","UCpGqUPnZMJ5CyMw6_NlWFCQ","Mọi người ráng cày cho e nó lên nữa","6","2025-12-23T08:22:05Z","2025-12-23T08:22:05Z","0"
"UgiNGfDZhNa6jHgCoAEC","FN7ALfpGxiI","@sangvuthai5492","UCWbjeDAsXl4cANGUwTUqnXg","100like bật 30 máy quán nét cày view từ giờ đến 7h tối <br>- Sky nói là làm (y)","1325","2017-02-15T08:46:51Z","2017-02-15T08:46:51Z","18"
"Ugh33W3NSyAfFHgCoAEC","FN7ALfpGxiI","@tanatnguyen5179","UCQTKgHFmqVfdvl8tF6I4Xxg","ai như tôi không hồi tối nghe thấy k hay sáng dậy nghe lại :V giền cmnr","500","2017-02-14T05:51:27Z","2017-02-14T05:51:27Z","14"
"UghLZr6SoudTDXgCoAEC","FN7ALfpGxiI","@skyfamily1315","UCyZ3p2lKcjOkUblmi4cvPeg","Cmt mà chả ai để ý BÙN quá Sky ơi 😢","672","2017-02-14T14:28:19Z","2017-02-14T14:28:19Z","9"
"UgxTfUaqCEq4vzysjdt4AaABAg","FN7ALfpGxiI","@ucnguyen-bn6dl","UC6f_UYaaoM4ky9dW2VR838A","BẠC PHẬN chính thức cook🥳🥳🥳SÓNG GIÓ HERE WE GO!!!!!!!!!!!!!!!!!!!!!!","11","2025-12-21T15:17:16Z","2025-12-21T15:17:16Z","0"
"UgjSy_XOjAbWqngCoAEC","FN7ALfpGxiI","@SiKakiJalan3.0","UCVwOKPm8W0vGlRlcDp91UtQ","Yay!! Got English Subtitles!! 👆👆😍😍😍😍THANKS SO MUCH MUCH LOVE LOVE from east MALAYSIA FANS Here💋💋💋💋💋🙌🙌🙌🙌😀😀😁","1655","2017-02-15T09:34:49Z","2017-02-15T09:34:49Z","36"
"UggvXZMSqXZfmHgCoAEC","FN7ALfpGxiI","@TTbae33luv","UCoYtk7-2HMVl39yPkyoIIZg","I AM LOVING THIS 😄😄😄 IT MAKES ME SO HAPPY!!! A WHOLE BUNCH OF LOVE FROM THE USA!!!! 😄😄😄🎶🎵🎤🎶🎶🎧","804","2017-02-15T00:08:26Z","2017-02-15T00:08:26Z","6"
"Ugxm1MUK54F0zRbJ5OR4AaABAg","FN7ALfpGxiI","@minhkiet2612","UCWe2si7oEA6X89ZHMQXR8Kg","Chúc mừng 428M","8","2025-12-23T22:58:00Z","2025-12-23T22:58:00Z","0"
"UggqRax57y4cNngCoAEC","FN7ALfpGxiI","@phuctoxic1863","UCv6rCn7ly7FnS2N1S2Y11lg","dm tao cày từ <a href=""https://www.youtube.com/watch?v=FN7ALfpGxiI&amp;t=720"">12:00</a> đêm qua đến giờ mà chả thấy ai qtâm động viẽn 😅","1210","2017-02-14T15:11:18Z","2017-02-14T15:11:18Z","41"
"UgjigVqX_YthyngCoAEC","FN7ALfpGxiI","@Hung-zm2qw","UCtg0Ap9Mrb51gTpx4TNkYSw","но я не понимаю, тексты песен, но мелодия этой песни очень хорошо, MV все очень хорошо ,","656","2017-02-18T06:39:53Z","2017-02-18T06:39:53Z","19"
"UghZKv4-A53YpHgCoAEC","FN7ALfpGxiI","@vinhgaming_vntm9007","UC2lqGKfozi36-dHeL-ABCug","đc 12 like tui thề sẽ cày view đến sáng mai😙😙chưa đc 10 like bh 😢😢","1290","2017-02-15T10:46:34Z","2017-02-15T10:46:34Z","19"
"UgzRc1kdhhBl7MR3wOR4AaABAg","FN7ALfpGxiI","@HuệPhúc-o4q","UCv5llEdHZEce01sBinttepA","Vuot bac phân r🎉","8","2025-12-22T08:03:35Z","2025-12-22T08:03:35Z","0"
"UggXeNy28KzEYXgCoAEC","FN7ALfpGxiI","@nguyenhoangtho8942","UCDKy0PoccUHLhl-dkKHPQtw","Comment này bao nhieu like tui sẽ xem bấy nhieu lần!✌🏻️😅","636","2017-02-15T09:30:01Z","2017-02-15T09:30:01Z","11"
"UggmrlmFoPWP7ngCoAEC","FN7ALfpGxiI","@Vienthongphucat","UCm9GH5XsTw4fxOtk-gl5ltA","Cày 48h rồi mà k đc 1 lượt like động viên!<br>Máy tính nóng muốn nổ luôn rồi!","529","2017-02-16T03:00:20Z","2017-02-16T03:00:20Z","8"
"UggQwshyVSWWzngCoAEC","FN7ALfpGxiI","@mariadavis6352","UCHNtvMeBdnMpxKVG6sb-7NA","Love Vietnamese, Love mtp.","1775","2017-02-14T19:16:47Z","2017-02-14T19:16:47Z","44"
"UgxRyUYfRq7aI_W_mnV4AaABAg","FN7ALfpGxiI","@Tieumy0310","UC1214usWmpaKUQ7mZ117uCw","Chúc mừng cột mốc mới ❤❤❤🎉🎉🎉🎉","8","2025-12-21T18:38:50Z","2025-12-21T18:38:50Z","0"
"UggLn5vbcYNLT3gCoAEC","FN7ALfpGxiI","@Umbala","UCnLFQdN2hCoYhiIXXhlc_mg","He&#39;s so talented. All love from the USA :) Surely he brings a lot of inspiration for Vietnamese artists. Congrats on 26M views.","479","2017-02-18T07:40:46Z","2017-02-18T07:40:59Z","7"
"UggLM03LNtpO2ngCoAEC","FN7ALfpGxiI","@miruna1822","UCr7sEkH7_zz6rthy4e-ktyQ","The video is cute &lt;3 but Son Tung is more cute &lt;3 &lt;3 &lt;3<br>From Romania &lt;3","534","2017-02-17T18:11:36Z","2017-02-17T18:11:36Z","4"
"UghdOwM6jmvzN3gCoAEC","FN7ALfpGxiI","@thanhbinh4554","UCYdeIdBBdgW_nQ6RWbl3llA","Tui đã 3 ngày liền cày view mà chưa được 3like T_T whuyyyyyyyyyyyyy","974","2017-02-16T04:42:46Z","2017-02-16T04:42:46Z","13"
"UgyWVF0Bz6EBvwoeTv94AaABAg","FN7ALfpGxiI","@MaiTrần-c8f","UCQcn76S84Y5s8iM-AsZ80tQ","Xin chúc mừng Nơi này có anh chính thức lên top mới ❤","15","2025-12-21T15:25:19Z","2025-12-21T15:25:19Z","1"
"Ugh13Z_mBcldrXgCoAEC","FN7ALfpGxiI","@huynhuc1572","UCBP_fOl6GmuAfcuZ2o3tm8g","Đi hc về trah thủ nghe cái. Ai đag xem like cái làm độg lực đi.","466","2017-02-15T04:12:42Z","2017-02-15T04:12:42Z","4"
"Ugh7htivkTgZXXgCoAEC","FN7ALfpGxiI","@madg6635","UC0Skiw_qdDKSyn57fD6e_jA","&quot;Châu Á trẻ bên Mỹ, Câu VIEW thật là chăm chỉ&quot; (HAHA) , Giờ đang là 11h đêm bên Mỹ và Tui vẫn đang cày . Cần lắm đại gia đình Sky&#39;s vài like, sub để mình có nghị lực cày view thâu đêm :) . P/S: Ở bên này có một nhóm tầm 400 foreigner là Sky của Tùng đó .&lt;3 &lt;3","902","2017-02-19T03:13:20Z","2017-02-19T03:13:20Z","14"
"Ugi2rJnNhBu3UngCoAEC","FN7ALfpGxiI","@ThongTran-vp3to","UChIh8DfshgVZVarQ-D3-b7Q","cmt này dc 200 like tui cày tới 12h lun, hứa","2447","2017-02-14T12:37:10Z","2017-02-14T12:37:10Z","35"
"Ugz7XavZYGq0AUglxGR4AaABAg","FN7ALfpGxiI","@QuânLêHồng-n4s","UCaJmeiu9PNPh7GdQKVSGbLg","Chào tuần mới. Tết này đón 430m nào","7","2025-12-22T03:25:52Z","2025-12-22T03:25:52Z","0"
"Ugg8As_5yFgGKHgCoAEC","FN7ALfpGxiI","@hangskychanchinh6060","UCaSKspU87NfKNkDspfbY0WQ","Cày từ trưa đến h<br>4 cái đt<br>2 cái mt <br>Ai Đó Động Viên Tôi tiếp tục cày đi 😌😌","1306","2017-02-15T09:36:55Z","2017-02-15T11:18:34Z","50"
"Ughcsxs5NuA9L3gCoAEC","FN7ALfpGxiI","@catcut3131","UCwApG-jl-RPgCu8F8k4v-Vw","Hiện nay team mình có 12 người cày sáng đến tối<br>Cần đủ 500like tui cày đến 25 triệu view mới thôi","942","2017-02-15T10:32:30Z","2017-02-15T10:32:30Z","8"
"UgjVYEKIgftQnngCoAEC","FN7ALfpGxiI","@lewis_bui","UCBaL-AjKl6ZbRz77bW7U73A","Ai 99 chuẩn bị thi đại học mà vẫn ngồi cày View xong mới học k?<br>like tí có động lực nào😂","662","2017-02-20T13:44:00Z","2017-02-20T13:44:00Z","16"
"UgzmrN41EojtLcC_Dd54AaABAg","FN7ALfpGxiI","@TurboAsin-f3h","UCKYLlNUzt_IztIfV2kwYFZg","Chúc mừng NNCA 428M","8","2025-12-23T23:04:27Z","2025-12-23T23:04:27Z","0"
"Ugj5jIk6ElVsSHgCoAEC","FN7ALfpGxiI","@hanhhminicuonqtunqtunq9880","UCa_kNIaLrNvuRfCIlH6iE8w","Cần vài cáii like để có động lực cày view tiếp...","1319","2017-02-14T11:10:54Z","2017-02-14T11:10:54Z","26"
"UgjptPnd_TWZrXgCoAEC","FN7ALfpGxiI","@orekilinh7114","UC-qRSSJXMPTl3fWvO9EeGxA","Ae cố góp cko tui đủ 100 like đi tui ra quán net + bật 30c smartphone ( đi mượn ) để cày view lên 30tr lun","669","2017-02-15T13:36:13Z","2017-02-15T13:36:13Z","17"
"UgiMfnrxtcn12HgCoAEC","FN7ALfpGxiI","@Young4everchannel","UCu3Yn1127bGGvTqmdnwOgbQ","He is soooo amazing! We made a video watching this new music video, go check it !! Love from Brazil &lt;3","711","2017-02-17T03:17:30Z","2017-02-17T03:17:30Z","7"
"UgwYCw2-4Q0xHA8Mirh4AaABAg","FN7ALfpGxiI","@112nguyenquoccuong7","UCOYMWEDjK75Q1NwFhbCVMdQ","Ngày chủ nhật cuối cùng 2025 tạm biệt và hẹn gặp lạiiiii🎉🎉🎉","7","2025-12-21T14:15:47Z","2025-12-21T14:15:47Z","0"
"UghHrBVfODA7A3gCoAEC","FN7ALfpGxiI","@tienbipbry7380","UCwNQC5ntuC7Jbs282HIYsWA","nếu SƠN TÙNG MT-P là số 2 không có ai là số 1 &lt;3 ... xin 100 like","447","2017-02-16T14:05:11Z","2017-02-16T14:05:11Z","5"
"UghqADa9avx29XgCoAEC","FN7ALfpGxiI","@RevoOnly","UC0c4XKLK9CpZYdfsOEd4tMg","I can&#39;t stop listen to it !<br>Please don&#39;t download this song illegally, buy it !<br>Love from France 🇫🇷😘","773","2017-02-14T01:31:19Z","2017-02-14T01:31:19Z","22"
"Ugg73ClRW-rQ93gCoAEC","FN7ALfpGxiI","@tocvu1688","UCh9yX7cXv4FB3CR1WDgSbEQ","k phải sky cx chả phải anti nhưng thích nghe nhạc của sơn tùng :)) ai giống tui hông","1312","2017-02-17T06:01:42Z","2017-02-17T06:37:00Z","37"
"Ugx7PxTo1ftOY58R0od4AaABAg","FN7ALfpGxiI","@anhnguyenmgoctramkitty","UCgQqCSlAA0OF_9r3SadGbrg","4 ngày nữa 2026 rồi ai ở đây nào?❤","134","2025-12-28T01:08:14Z","2025-12-28T01:08:14Z","29"
"UgiL0jvjwRRPxXgCoAEC","FN7ALfpGxiI","@quanghoang6246","UCRzS31xe-dg6wXhn0Nd_JWQ","Nếu được 500 like , tui sẽ cày 15 máy đến <a href=""https://www.youtube.com/watch?v=FN7ALfpGxiI"">00:00</a> ngày 15|2 ... SKY nói là làm.","1993","2017-02-14T14:01:51Z","2017-02-14T14:01:51Z","47"
"UghLww4jC0M883gCoAEC","FN7ALfpGxiI","@Hauuult","UCbLP1stWp8u5f507HcEaxBQ","<b>4tr2 rồi sky ơii dự đoán đến 12h khuya hôm nay hơn 7 triệu</b> 🙀","903","2017-02-14T10:58:56Z","2017-02-14T10:58:56Z","37"
"UggBcKlr5Fv8wHgCoAEC","FN7ALfpGxiI","@nuoctuongmaggi1011","UChgUi1UJKzjmXaFZolW6gmg","Cmt này được 888Like tôi đóng cửa tất cả quá nét để cày view !! <br>- Vì sếp Tùng là phải chất !!","1933","2017-02-15T05:05:48Z","2017-02-15T05:05:48Z","30"
"UgwoDWWb7yXG_C5yTM14AaABAg","FN7ALfpGxiI","@Phat24le6","UCLT-5EOXNWam20gkW6knFgw","&quot;kề bên anh nơi này có anh&quot; ~~~~~","7","2025-12-29T12:54:43Z","2025-12-29T12:54:43Z","0"
"UgjashlrQqr4rngCoAEC","FN7ALfpGxiI","@sky-mtpfamily8925","UC4cu3i6rsbguJmhxUZl2wPQ","có ai cày view như mình thì like nhé ahihi. sky ơiiiiii","598","2017-02-14T09:27:29Z","2017-02-14T09:27:29Z","17"
"UgjKky-_CpzFsngCoAEC","FN7ALfpGxiI","@hymeairteenchiyoo4692","UC4sWP0N0Z99ZRijf3bduUvw","My first cmt on YouTube! Crazy about him these days, new song is amazing! Love Son Tung! From Chinese fan","1621","2017-02-13T18:59:42Z","2017-02-13T18:59:42Z","41"
"UgjhyyE0KNSaqngCoAEC","FN7ALfpGxiI","@ngochuyen8652","UCo9YZxKyQxsWwhy_R0K_keA","31/03/2025<br>Tiếp đi ạ","667","2017-02-15T14:51:53Z","2025-03-31T01:40:18Z","25"
"UgyKe-Qvdq-Eh_bKyGR4AaABAg","FN7ALfpGxiI","@vũphan-o3c","UCmMcUVXsPvpdsDZYG7Cx5kw","mv nghe nhiều nhất trong năm nay của tuiiiiiii","5","2025-12-23T13:06:56Z","2025-12-23T13:06:56Z","0"
"UghFfgW3iRSLh3gCoAEC","FN7ALfpGxiI","@Minhuc559","UCUqKZ71xYt2TnPw_HIWYu9A","cày view từ 0h tới giờ mà cmt mãi chẳng ai để ý, buồn dễ sợ :(((","533","2017-02-14T14:08:55Z","2017-02-14T14:08:55Z","9"
"Ugj21m_gqQedDXgCoAEC","FN7ALfpGxiI","@TranLinh-qv3iu","UCwJku9grIhLZ5NEZZfVIvtQ","Mới đi học về là cầm điện thoại nghe liền :))","586","2017-02-14T05:07:50Z","2017-02-14T05:07:50Z","28"
"UghA-DKEl21ZhngCoAEC","FN7ALfpGxiI","@sadasdg6455","UCAKlDOz8wNc78KhrMAS-tVg","Tui chỉ cần 10 like để có tinh thần cày view tiếp.","487","2017-02-17T12:46:44Z","2017-02-17T12:46:44Z","5"
"Ugx33WtZv4csaaIMu9d4AaABAg","FN7ALfpGxiI","@QuânLêHồng-n4s","UCaJmeiu9PNPh7GdQKVSGbLg","Nguyện cày bài này cả đời cho sếp 😅","6","2025-12-25T09:54:21Z","2025-12-25T09:54:21Z","0"
"UghdF3_F9AbE9XgCoAEC","FN7ALfpGxiI","@congnghiaofficial5276","UC1Cvel7uqCXIHMWZIJq-BCg","Một tháng ít cũng 77.000.000 wiew nhé cả nhà ơi ✔","1216","2017-02-15T14:02:12Z","2017-02-20T18:26:27Z","33"
"Ugg8WprrIx2u-XgCoAEC","FN7ALfpGxiI","@Minh2598","UCPceeUzszkNhJ0YayvLbOgA","Thôi bỏ cày vậy T_T cày view rõ lắm mà chả ai like khích lệ nhau cái T_T","797","2017-02-15T15:42:28Z","2017-02-15T15:42:28Z","14"
"UghzLeTpfN5tc3gCoAEC","FN7ALfpGxiI","@TienPham-uf9nv","UCLcmruTqX5uW7AmERWOcnCQ","MTP đưa âm nhạc vietnam ra thế giới còn trận Clb Long An-TP HCM và thằng trọng tài đưa bóng đá VFF ra thế giới","783","2017-02-20T13:51:09Z","2017-02-20T13:51:09Z","13"
"Ugz8VgQyDVGVwzSUBH14AaABAg","FN7ALfpGxiI","@soda_traf","UCyN-K2SCr85OsxcBIXx8b9A","Sau 22h mà anh em cháy quá! Chúc mừng NNCA lấy được cái tốp 3 nè.","19","2025-12-21T15:25:30Z","2025-12-21T15:25:30Z","0"
"UghxqZgQnv3Df3gCoAEC","FN7ALfpGxiI","@teryhaveagoodday","UCoTdUEAUGEHCFxeAiirUjtQ","Hi , Sky Vietnam.<br>I&#39;m Thailand. Ahihi 😂😉","737","2017-02-14T00:02:34Z","2017-02-14T00:02:34Z","31"
"UghOanA1J0j4-ngCoAEC","FN7ALfpGxiI","@giahuyle4836","UC-9ZPpKUQIdqV3dZL746hfw","t cũng cày view mà có ai care đâu :(( lần thứ 92 r đó","637","2017-02-14T13:52:46Z","2017-02-14T13:52:46Z","8"
"Ugg7D7EFymMmCngCoAEC","FN7ALfpGxiI","@cflegendstivi4320","UCTS8viflTkp7ziK3rzUpCsg","còn ai đang cày không?? chả bh nhận nổi 1 like (╥_╥) cố lên sky nhé!!!!","1200","2017-02-14T19:51:27Z","2017-02-14T19:51:50Z","10"
"UgyQX9GlqHTk7qDUopp4AaABAg","FN7ALfpGxiI","@Linh-t3p","UCsra-2gVm5f7bHV4dPs1nRg","30k nữa thôi, chúng ta sẽ chúng kiến khoảnh khắc nnca qua bạc phận","12","2025-12-21T10:39:50Z","2025-12-21T10:39:50Z","0"
